episode_i,targets_Qvalue,time-step,episode_reward,train/loss,policy_loss,value_loss,entropy
26,,1,,,,,3.32
26,,2,,,,,1.78
26,,3,,,,,4.46
26,,4,,,,,1.05
26,,5,,,,,3.69
26,,6,,,,,0.5
26,,7,,,,,4.96
26,,8,,,,,1.42
26,,9,,,,,2.22
26,,10,,,,,4.18
26,,11,,,,,2.1
26,,12,,,,,2.34
26,,13,,,,,2.44
26,,14,,,,,0.05
26,,15,,,,,0.72
26,,16,,,,,4.31
26,,17,,,,,4.79
26,,18,,,,,2.28
26,,19,,,,,0.46
26,,20,,,,,1.75
26,,21,,,,,1.68
26,,22,,,,,3.99
26,,23,,,,,3.81
26,,24,,,,,2.68
26,,25,,,,,3.01
26,,26,,,,,4.36
26,,27,,,,,1.35
26,,28,,,,,2.67
26,,29,,,,,4.38
26,,30,,,,,3.25
26,,31,,,,,2.01
26,,32,,,,,4.73
26,,33,,,,,1.5
26,,34,,,,,1.51
26,,35,,,,,0.81
26,,36,,,,,2.11
26,,37,,,,,0.89
26,,38,-8.38,,5.55,3.8,2.29
27,,0,,,,,4.7
27,,1,,,,,1.29
27,,2,,,,,2.13
27,,3,,,,,3.74
27,,4,,,,,3.75
27,,5,,,,,1.5
27,,6,,,,,0.84
27,,7,,,,,4.17
27,,8,,,,,0.17
27,,9,,,,,3.23
27,,10,,,,,0.73
27,,11,,,,,3.63
27,,12,,,,,2.81
27,,13,,,,,3.25
27,,14,,,,,4.25
27,,15,,,,,2.14
27,,16,,,,,3.51
27,,17,,,,,0.53
27,,18,,,,,4.31
27,,19,,,,,2.87
27,,20,,,,,0.46
27,,21,,,,,4.12
27,,22,,,,,1.78
27,,23,,,,,0.84
27,,24,,,,,2.76
27,,25,,,,,3.49
27,,26,,,,,0.57
27,,27,,,,,2.15
27,,28,,,,,0.44
27,,29,,,,,3.49
27,,30,,,,,3.78
27,,31,,,,,1.64
27,,32,,,,,1.44
27,,33,,,,,0.55
27,,34,,,,,1.75
27,,35,,,,,0.34
27,,36,,,,,0.57
27,,37,,,,,4.08
27,,38,4.98,,1.3,5.3,4.92
28,,0,,,,,4.52
28,,1,,,,,0.35
28,,2,,,,,4.08
28,,3,,,,,0.79
28,,4,,,,,2.27
28,,5,,,,,3.56
28,,6,,,,,1.93
28,,7,,,,,4.13
28,,8,,,,,3.9
28,,9,,,,,0.56
28,,10,,,,,3.03
28,,11,,,,,1.97
28,,12,,,,,4.8
28,,13,,,,,4.1
28,,14,,,,,4.18
28,,15,,,,,3.63
28,,16,,,,,0.33
28,,17,,,,,2.22
28,,18,,,,,0.4
28,,19,,,,,1.97
28,,20,,,,,3.85
28,,21,,,,,3.41
28,,22,,,,,3.31
28,,23,,,,,2.02
28,,24,,,,,2.32
28,,25,,,,,2.57
28,,26,,,,,1.16
28,,27,,,,,2.37
28,,28,,,,,4.91
28,,29,,,,,3.47
28,,30,,,,,0.32
28,,31,,,,,0.76
28,,32,,,,,2.78
28,,33,,,,,3.87
28,,34,1.81,,2.81,6.57,1.53
29,,0,,,,,0.58
29,,1,,,,,0.74
29,,2,,,,,3.23
29,,3,,,,,3.83
29,,4,,,,,0.91
29,,5,,,,,4.8
29,,6,,,,,3.52
29,,7,,,,,2.21
29,,8,,,,,4.28
29,,9,,,,,2.8
29,,10,,,,,4.59
29,,11,,,,,0.9
29,,12,,,,,1.46
29,,13,,,,,4.82
29,,14,,,,,0.96
29,,15,,,,,0.12
29,,16,,,,,3.67
29,,17,,,,,4.35
29,,18,,,,,0.84
29,,19,,,,,2.78
29,,20,,,,,1.33
29,,21,,,,,2.51
29,,22,,,,,0.88
29,,23,,,,,3.36
29,,24,,,,,1.91
29,,25,,,,,1.99
29,,26,,,,,1.56
29,,27,,,,,4.21
29,,28,,,,,3.95
29,,29,,,,,4.7
29,,30,,,,,2.23
29,,31,,,,,4.06
29,,32,,,,,1.25
29,,33,,,,,2.74
29,,34,,,,,3.4
29,,35,,,,,3.25
29,,36,,,,,0.06
29,,37,,,,,2.72
29,,38,-5.06,,7.82,0.47,1.26
30,,0,,,,,2.72
30,,1,,,,,1.26
30,,2,,,,,1.16
30,,3,,,,,0.68
30,,4,,,,,4.85
30,,5,,,,,1.98
30,,6,,,,,3.34
30,,7,,,,,4.87
30,,8,,,,,3.29
30,,9,,,,,4
30,,10,,,,,0.4
30,,11,,,,,2.98
30,,12,,,,,0.48
30,,13,,,,,3.08
30,,14,,,,,0.52
30,,15,,,,,4.11
30,,16,,,,,4.33
30,,17,,,,,4.7
30,,18,,,,,1.57
30,,19,,,,,4.85
30,,20,,,,,4.53
30,,21,,,,,4.37
30,,22,,,,,1.35
30,,23,,,,,1.48
30,,24,,,,,1.06
30,,25,,,,,3.43
30,,26,,,,,0.19
30,,27,,,,,0.89
30,,28,,,,,1.05
30,,29,,,,,4.17
30,,30,,,,,1.96
30,,31,,,,,0.99
30,,32,,,,,2.56
30,,33,,,,,4.96
30,,34,,,,,0.7
30,,35,,,,,0.18
30,,36,,,,,2.89
30,,37,,,,,1.23
30,,38,,,,,2.91
30,,39,,,,,1.76
30,,40,,,,,1.46
30,,41,,,,,1.78
30,,42,,,,,2.9
30,,43,-7.7,,8.17,9.62,3.34
31,,0,,,,,1.67
31,,1,,,,,0.57
31,,2,,,,,3.21
31,,3,,,,,1.75
31,,4,,,,,0.3
31,,5,,,,,3.8
31,,6,,,,,4.13
31,,7,,,,,2.97
31,,8,,,,,4.01
31,,9,,,,,2.23
31,,10,,,,,1.22
31,,11,,,,,3.93
31,,12,,,,,3.36
31,,13,,,,,3.1
31,,14,,,,,1.07
31,,15,,,,,4.35
31,,16,,,,,1.01
31,,17,,,,,0.36
31,,18,,,,,4.96
31,,19,,,,,3.79
31,,20,,,,,3.74
31,,21,,,,,4.38
31,,22,,,,,4.7
31,,23,,,,,4.41
31,,24,,,,,2.61
31,,25,,,,,0.3
31,,26,,,,,3.43
31,,27,,,,,0.99
31,,28,,,,,0.49
31,,29,,,,,4.04
31,,30,,,,,0.68
31,,31,,,,,1.25
31,,32,,,,,3.26
31,,33,,,,,2.77
31,,34,,,,,3.52
31,,35,,,,,3.94
31,,36,2.57,,0.5,1.34,2.19
32,,0,,,,,3.3
32,,1,,,,,2.47
32,,2,,,,,2.64
32,,3,,,,,1.42
32,,4,,,,,4.51
32,,5,,,,,1.91
32,,6,,,,,2.31
32,,7,,,,,3.95
32,,8,,,,,3.6
32,,9,,,,,0.03
32,,10,,,,,4.12
32,,11,,,,,2.08
32,,12,,,,,2.05
32,,13,,,,,1.36
32,,14,,,,,1.55
32,,15,,,,,1.95
32,,16,,,,,2.84
32,,17,,,,,4.62
32,,18,,,,,3.21
32,,19,,,,,4.93
32,,20,,,,,0.45
32,,21,,,,,3.5
32,,22,,,,,3.48
32,,23,,,,,0.47
32,,24,,,,,3.08
32,,25,,,,,3.33
32,,26,,,,,1.19
32,,27,,,,,1.49
32,,28,,,,,1.27
32,,29,,,,,1.19
32,,30,,,,,3.62
32,,31,,,,,4.49
32,,32,,,,,1
32,,33,1.66,,3,0.09,2.35
33,,0,,,,,2.16
33,,1,,,,,2.22
33,,2,,,,,1.85
33,,3,,,,,1.79
33,,4,,,,,4.06
33,,5,,,,,1.02
33,,6,,,,,3.61
33,,7,,,,,4.72
33,,8,,,,,3.52
33,,9,,,,,2.49
33,,10,,,,,1.21
33,,11,,,,,1.42
33,,12,,,,,3.72
33,,13,,,,,2.76
33,,14,,,,,0.71
33,,15,,,,,2.5
33,,16,,,,,1.94
33,,17,,,,,0.4
33,,18,,,,,4.28
33,,19,,,,,2.9
33,,20,,,,,2.73
33,,21,,,,,3.37
33,,22,,,,,4.05
33,,23,,,,,1.56
33,,24,,,,,4.76
33,,25,,,,,4.17
33,,26,,,,,0.69
33,,27,,,,,2.79
33,,28,,,,,4.82
33,,29,,,,,0.15
33,,30,,,,,4.05
33,,31,,,,,2.6
33,,32,,,,,2.29
33,,33,,,,,0.51
33,,34,,,,,0.17
33,,35,,,,,1.48
33,,36,,,,,3.29
33,,37,,,,,0.82
33,,38,,,,,1.1
33,,39,5.36,,3.87,3.24,4
34,,0,,,,,3.14
34,,1,,,,,4.15
34,,2,,,,,4.46
34,,3,,,,,3.2
34,,4,,,,,0.64
34,,5,,,,,4.45
34,,6,,,,,1.59
34,,7,,,,,2.09
34,,8,,,,,1.43
34,,9,,,,,2.68
34,,10,,,,,2.21
34,,11,,,,,3.35
34,,12,,,,,4.67
34,,13,,,,,2.12
34,,14,,,,,2.47
34,,15,,,,,0.29
34,,16,,,,,1.54
34,,17,,,,,0.6
34,,18,,,,,4.46
34,,19,,,,,3.28
34,,20,,,,,1.06
34,,21,,,,,2.95
34,,22,,,,,2.51
34,,23,,,,,2.57
34,,24,,,,,2.88
34,,25,,,,,2.29
34,,26,,,,,4.58
34,,27,,,,,4.2
34,,28,,,,,4.06
34,,29,,,,,1.47
34,,30,,,,,0.71
34,,31,,,,,2.63
34,,32,,,,,4.69
34,,33,,,,,4.86
34,,34,,,,,4.93
34,,35,,,,,0.24
34,,36,,,,,2.63
34,,37,,,,,3.55
34,,38,-12.26,,6.08,8.78,1.64
35,,0,,,,,0.25
35,,1,,,,,3.51
35,,2,,,,,0.96
35,,3,,,,,2.29
35,,4,,,,,2.96
35,,5,,,,,1.69
35,,6,,,,,4.45
35,,7,,,,,1.68
35,,8,,,,,3.42
35,,9,,,,,0.93
35,,10,,,,,4.01
35,,11,,,,,3.76
35,,12,,,,,1.6
35,,13,,,,,2.81
35,,14,,,,,4.39
35,,15,,,,,0.87
35,,16,,,,,0.76
35,,17,,,,,2.32
35,,18,,,,,1.84
35,,19,,,,,3.88
35,,20,,,,,4.04
35,,21,,,,,3.85
35,,22,,,,,0.25
35,,23,,,,,4.79
35,,24,,,,,3.22
35,,25,,,,,0.6
35,,26,,,,,4.36
35,,27,,,,,3.62
35,,28,,,,,4.97
35,,29,,,,,2.64
35,,30,,,,,4.71
35,,31,,,,,3.98
35,,32,,,,,0.67
35,,33,,,,,4.27
35,,34,,,,,1.7
35,,35,,,,,0.82
35,,36,,,,,4.69
35,,37,,,,,3.17
35,,38,7.07,,4.68,4.94,3.36
36,,0,,,,,1.87
36,,1,,,,,1.58
36,,2,,,,,3.93
36,,3,,,,,4.32
36,,4,,,,,3.06
36,,5,,,,,4.46
36,,6,,,,,1.59
36,,7,,,,,1.13
36,,8,,,,,4.96
36,,9,,,,,4.2
36,,10,,,,,3.46
36,,11,,,,,4.28
36,,12,,,,,2.16
36,,13,,,,,2.15
36,,14,,,,,4.07
36,,15,,,,,3.12
36,,16,,,,,3.21
36,,17,,,,,3.98
36,,18,,,,,2.45
36,,19,,,,,1.73
36,,20,,,,,3.49
36,,21,,,,,0.35
36,,22,,,,,0.73
36,,23,,,,,0.04
36,,24,,,,,2.6
36,,25,,,,,3.09
36,,26,,,,,4.12
36,,27,,,,,0.65
36,,28,,,,,2.27
36,,29,,,,,1.82
36,,30,,,,,1.79
36,,31,,,,,2.96
36,,32,,,,,3.45
36,,33,,,,,2.83
36,,34,,,,,2.3
36,,35,,,,,4.5
36,,36,,,,,3.79
36,,37,,,,,2.74
36,,38,,,,,1.65
36,,39,-4.52,,5.06,7.59,4.54
37,,0,,,,,2.23
37,,1,,,,,2.41
37,,2,,,,,4.72
37,,3,,,,,4.8
37,,4,,,,,4.34
37,,5,,,,,1.58
37,,6,,,,,3.84
37,,7,,,,,2.75
37,,8,,,,,3.81
37,,9,,,,,4.74
37,,10,,,,,1.26
37,,11,,,,,0.96
37,,12,,,,,3.42
37,,13,,,,,2.19
37,,14,,,,,1.62
37,,15,,,,,2.39
37,,16,,,,,3.39
37,,17,,,,,3
37,,18,,,,,4.4
37,,19,,,,,2.09
37,,20,,,,,4.06
37,,21,,,,,3.83
37,,22,,,,,3.49
37,,23,,,,,1.86
37,,24,,,,,1.63
37,,25,,,,,2.44
37,,26,,,,,2.39
37,,27,,,,,2.32
37,,28,,,,,3.22
37,,29,,,,,1.79
37,,30,,,,,3.39
37,,31,,,,,0.11
37,,32,,,,,4.55
37,,33,,,,,3.3
37,,34,,,,,1.63
37,,35,,,,,1.92
37,,36,,,,,4.19
37,,37,,,,,2.88
37,,38,,,,,0.83
37,,39,,,,,2.34
37,,40,0.33,,0.82,6.65,1.38
38,,0,,,,,0.48
38,,1,,,,,4.4
38,,2,,,,,3.1
38,,3,,,,,0.43
38,,4,,,,,2.35
38,,5,,,,,4.38
38,,6,,,,,4.31
38,,7,,,,,1.25
38,,8,,,,,0.75
38,,9,,,,,2.09
38,,10,,,,,3.54
38,,11,,,,,2.9
38,,12,,,,,4.34
38,,13,,,,,0.36
38,,14,,,,,0.8
38,,15,,,,,1.81
38,,16,,,,,4.08
38,,17,,,,,4.18
38,,18,,,,,0.26
38,,19,,,,,0.66
38,,20,,,,,0.91
38,,21,,,,,4.14
38,,22,,,,,1.75
38,,23,,,,,3.47
38,,24,,,,,1.27
38,,25,,,,,0.65
38,,26,,,,,0.69
38,,27,,,,,2.12
38,,28,,,,,1.82
38,,29,,,,,0.12
38,,30,,,,,3.68
38,,31,,,,,1.84
38,,32,,,,,4.11
38,,33,,,,,0.8
38,,34,,,,,1.15
38,,35,,,,,0.1
38,,36,,,,,3.11
38,,37,,,,,3.82
38,,38,,,,,1.18
38,,39,,,,,0.6
38,,40,,,,,2.21
38,,41,,,,,3.99
38,,42,,,,,2.12
38,,43,-12.03,,4.53,7.3,1.8
39,,0,,,,,3.52
39,,1,,,,,2.48
39,,2,,,,,4.87
39,,3,,,,,2.73
39,,4,,,,,3.3
39,,5,,,,,1.24
39,,6,,,,,2.18
39,,7,,,,,0.36
39,,8,,,,,4.13
39,,9,,,,,4.01
39,,10,,,,,2.7
39,,11,,,,,1.04
39,,12,,,,,0.01
39,,13,,,,,0.82
39,,14,,,,,1.31
39,,15,,,,,2.72
39,,16,,,,,3.19
39,,17,,,,,1.02
39,,18,,,,,3.31
39,,19,,,,,0.6
39,,20,,,,,1.04
39,,21,,,,,2.01
39,,22,,,,,1.95
39,,23,,,,,3.32
39,,24,,,,,1.13
39,,25,,,,,1.32
39,,26,,,,,1.32
39,,27,,,,,3.13
39,,28,,,,,0.83
39,,29,,,,,0.68
39,,30,,,,,0.9
39,,31,,,,,4.57
39,,32,,,,,4.36
39,,33,,,,,4.4
39,,34,,,,,0.04
39,,35,,,,,2.87
39,,36,,,,,4.05
39,,37,,,,,3.1
39,,38,,,,,0.79
39,,39,-0.56,,4.14,4.23,0.65
40,,0,,,,,4.22
40,,1,,,,,3.46
40,,2,,,,,1.7
40,,3,,,,,2.43
40,,4,,,,,1.99
40,,5,,,,,3.21
40,,6,,,,,0.12
40,,7,,,,,0.01
40,,8,,,,,3.53
40,,9,,,,,3.94
40,,10,,,,,0.23
40,,11,,,,,4.46
40,,12,,,,,0.88
40,,13,,,,,3.8
40,,14,,,,,1.04
40,,15,,,,,3.31
40,,16,,,,,0.17
40,,17,,,,,1.41
40,,18,,,,,1.62
40,,19,,,,,4.37
40,,20,,,,,3.18
40,,21,,,,,2.46
40,,22,,,,,4.97
40,,23,,,,,2.96
40,,24,,,,,4.74
40,,25,,,,,1.6
40,,26,,,,,2.04
40,,27,,,,,0.9
40,,28,,,,,0.41
40,,29,,,,,4.86
40,,30,,,,,1.49
40,,31,,,,,3.66
40,,32,,,,,1.7
40,,33,,,,,4.73
40,,34,,,,,2.05
40,,35,,,,,1.76
40,,36,,,,,2.75
40,,37,3.7,,2.35,7.51,1.67
41,,0,,,,,4.27
41,,1,,,,,4.91
41,,2,,,,,4.21
41,,3,,,,,1.45
41,,4,,,,,3.22
41,,5,,,,,2.65
41,,6,,,,,1.25
41,,7,,,,,0.74
41,,8,,,,,1.89
41,,9,,,,,2.02
41,,10,,,,,2.81
41,,11,,,,,2.55
41,,12,,,,,0.59
41,,13,,,,,4.74
41,,14,,,,,1.45
41,,15,,,,,0.15
41,,16,,,,,4.12
41,,17,,,,,4.47
41,,18,,,,,0.95
41,,19,,,,,4.86
41,,20,,,,,1.06
41,,21,,,,,3.71
41,,22,,,,,0.57
41,,23,,,,,2.54
41,,24,,,,,1.46
41,,25,,,,,0.59
41,,26,,,,,3.62
41,,27,,,,,1.18
41,,28,,,,,2.73
41,,29,,,,,0.84
41,,30,,,,,1.46
41,,31,,,,,1.51
41,,32,,,,,2.21
41,,33,,,,,4.49
41,,34,,,,,1.55
41,,35,,,,,0.7
41,,36,,,,,1.14
41,,37,-6.47,,5.97,6.21,1.12
42,,0,,,,,1.16
42,,1,,,,,4.22
42,,2,,,,,4.66
42,,3,,,,,3.96
42,,4,,,,,2.86
42,,5,,,,,4.03
42,,6,,,,,3.93
42,,7,,,,,0.25
42,,8,,,,,2.11
42,,9,,,,,0.88
42,,10,,,,,1.4
42,,11,,,,,1.22
42,,12,,,,,1.61
42,,13,,,,,3.33
42,,14,,,,,2.21
42,,15,,,,,4.55
42,,16,,,,,3.5
42,,17,,,,,0.32
42,,18,,,,,4.47
42,,19,,,,,4.51
42,,20,,,,,3.06
42,,21,,,,,0.5
42,,22,,,,,2.42
42,,23,,,,,0.95
42,,24,,,,,2.95
42,,25,,,,,2.52
42,,26,,,,,3.89
42,,27,,,,,2.57
42,,28,,,,,4.28
42,,29,,,,,4.46
42,,30,,,,,0.09
42,,31,,,,,2.82
42,,32,,,,,0.94
42,,33,,,,,1.52
42,,34,,,,,3.02
42,,35,1.71,,2.63,3.4,1.11
43,,0,,,,,2.27
43,,1,,,,,0.93
43,,2,,,,,0.59
43,,3,,,,,1.71
43,,4,,,,,3.05
43,,5,,,,,1.94
43,,6,,,,,3.47
43,,7,,,,,3.77
43,,8,,,,,3.76
43,,9,,,,,4.33
43,,10,,,,,3.37
43,,11,,,,,4.61
43,,12,,,,,4.36
43,,13,,,,,2.36
43,,14,,,,,1.02
43,,15,,,,,3.81
43,,16,,,,,4.81
43,,17,,,,,1.81
43,,18,,,,,1.39
43,,19,,,,,3.53
43,,20,,,,,1.45
43,,21,,,,,3.34
43,,22,,,,,2.13
43,,23,,,,,1.14
43,,24,,,,,4.72
43,,25,,,,,0.71
43,,26,,,,,4.27
43,,27,,,,,4.51
43,,28,,,,,0.52
43,,29,,,,,0.72
43,,30,,,,,1.76
43,,31,,,,,2.28
43,,32,,,,,3.27
43,,33,,,,,4.33
43,,34,,,,,2.05
43,,35,,,,,3.81
43,,36,,,,,4.01
43,,37,,,,,0.24
43,,38,,,,,2.54
43,,39,4.78,,0.41,1.76,4.78
44,,0,,,,,2.39
44,,1,,,,,2.87
44,,2,,,,,1.96
44,,3,,,,,1.91
44,,4,,,,,1.09
44,,5,,,,,1.18
44,,6,,,,,3
44,,7,,,,,3.43
44,,8,,,,,3.27
44,,9,,,,,2.57
44,,10,,,,,4.92
44,,11,,,,,3.66
44,,12,,,,,3.01
44,,13,,,,,0.9
44,,14,,,,,4.69
44,,15,,,,,3.9
44,,16,,,,,2.37
44,,17,,,,,1.56
44,,18,,,,,1.92
44,,19,,,,,1.89
44,,20,,,,,0.92
44,,21,,,,,0.11
44,,22,,,,,3.07
44,,23,,,,,1.73
44,,24,,,,,3.77
44,,25,,,,,2.54
44,,26,,,,,0.86
44,,27,,,,,2.13
44,,28,,,,,2.99
44,,29,,,,,2.48
44,,30,,,,,2.52
44,,31,,,,,3.22
44,,32,,,,,3.78
44,,33,,,,,0.23
44,,34,,,,,0.39
44,,35,,,,,4.03
44,,36,,,,,3.75
44,,37,12.69,,4.37,1.37,1.51
45,,0,,,,,4.27
45,,1,,,,,3.24
45,,2,,,,,1.92
45,,3,,,,,2.07
45,,4,,,,,2.43
45,,5,,,,,4.08
45,,6,,,,,4.44
45,,7,,,,,3.37
45,,8,,,,,2.75
45,,9,,,,,0.91
45,,10,,,,,4.56
45,,11,,,,,2.39
45,,12,,,,,0.6
45,,13,,,,,3.44
45,,14,,,,,0.84
45,,15,,,,,2.2
45,,16,,,,,1.92
45,,17,,,,,2.09
45,,18,,,,,1
45,,19,,,,,4.26
45,,20,,,,,4.27
45,,21,,,,,2.41
45,,22,,,,,2.45
45,,23,,,,,3.27
45,,24,,,,,2.79
45,,25,,,,,0.52
45,,26,,,,,3.87
45,,27,,,,,1.31
45,,28,,,,,1.68
45,,29,,,,,0.04
45,,30,,,,,4.53
45,,31,,,,,1.98
45,,32,,,,,0.27
45,,33,,,,,0.11
45,,34,,,,,3.89
45,,35,,,,,2.53
45,,36,-3.55,,9.09,7.18,3.37
46,,0,,,,,1.86
46,,1,,,,,1.19
46,,2,,,,,0.04
46,,3,,,,,3.78
46,,4,,,,,2.38
46,,5,,,,,1.98
46,,6,,,,,1.54
46,,7,,,,,4.86
46,,8,,,,,3.61
46,,9,,,,,4.06
46,,10,,,,,1.02
46,,11,,,,,3.26
46,,12,,,,,2.34
46,,13,,,,,0.11
46,,14,,,,,1.87
46,,15,,,,,2.36
46,,16,,,,,0.3
46,,17,,,,,0.56
46,,18,,,,,1.57
46,,19,,,,,3.28
46,,20,,,,,2.63
46,,21,,,,,1.85
46,,22,,,,,4.49
46,,23,,,,,2.5
46,,24,,,,,1.32
46,,25,,,,,4.49
46,,26,,,,,1.73
46,,27,,,,,3.39
46,,28,,,,,4.59
46,,29,,,,,0.33
46,,30,,,,,0.55
46,,31,,,,,2.88
46,,32,,,,,0.01
46,,33,,,,,3.8
46,,34,,,,,2.44
46,,35,,,,,0.6
46,,36,,,,,2.37
46,,37,,,,,3.44
46,,38,,,,,0.74
46,,39,,,,,4.31
46,,40,2.32,,7.06,2.68,3.95
47,,0,,,,,3.42
47,,1,,,,,1.71
47,,2,,,,,0.53
47,,3,,,,,0.35
47,,4,,,,,1.49
47,,5,,,,,0.24
47,,6,,,,,4.64
47,,7,,,,,0.8
47,,8,,,,,4.25
47,,9,,,,,4.29
47,,10,,,,,3.94
47,,11,,,,,0.55
47,,12,,,,,0.27
47,,13,,,,,1.79
47,,14,,,,,1.7
47,,15,,,,,3.89
47,,16,,,,,0.88
47,,17,,,,,1.37
47,,18,,,,,3.29
47,,19,,,,,1.61
47,,20,,,,,0.23
47,,21,,,,,1.67
47,,22,,,,,2.62
47,,23,,,,,1.67
47,,24,,,,,4.41
47,,25,,,,,4.33
47,,26,,,,,0.09
47,,27,,,,,4.54
47,,28,,,,,2.71
47,,29,,,,,1.88
47,,30,,,,,2.58
47,,31,,,,,2.09
47,,32,,,,,2.57
47,,33,,,,,4.26
47,,34,,,,,1.75
47,,35,,,,,2.85
47,,36,,,,,1.83
47,,37,,,,,4.61
47,,38,2.34,,7.83,9.05,3.62
48,,0,,,,,4.83
48,,1,,,,,2.63
48,,2,,,,,4.83
48,,3,,,,,0.18
48,,4,,,,,4.49
48,,5,,,,,1.91
48,,6,,,,,0.06
48,,7,,,,,3.41
48,,8,,,,,1.01
48,,9,,,,,4.05
48,,10,,,,,3.72
48,,11,,,,,3.65
48,,12,,,,,4.84
48,,13,,,,,0.78
48,,14,,,,,4.96
48,,15,,,,,1.87
48,,16,,,,,2.98
48,,17,,,,,2.07
48,,18,,,,,4.44
48,,19,,,,,1.66
48,,20,,,,,2.36
48,,21,,,,,2.19
48,,22,,,,,1.12
48,,23,,,,,4.15
48,,24,,,,,4.42
48,,25,,,,,2.48
48,,26,,,,,2.8
48,,27,,,,,1.25
48,,28,,,,,1.16
48,,29,,,,,0.99
48,,30,,,,,1.73
48,,31,,,,,1.08
48,,32,,,,,1.15
48,,33,,,,,0.01
48,,34,,,,,1.19
48,,35,,,,,4.79
48,,36,,,,,4.96
48,,37,,,,,4.84
48,,38,,,,,3.69
48,,39,-9.72,,5.54,1.2,4.88
49,,0,,,,,0.18
49,,1,,,,,2
49,,2,,,,,4.32
49,,3,,,,,2.93
49,,4,,,,,2.13
49,,5,,,,,3.4
49,,6,,,,,0.14
49,,7,,,,,2.29
49,,8,,,,,2.57
49,,9,,,,,3.95
49,,10,,,,,1.11
49,,11,,,,,2.44
49,,12,,,,,2.58
49,,13,,,,,2.84
49,,14,,,,,2.55
49,,15,,,,,0.92
49,,16,,,,,0.64
49,,17,,,,,2.56
49,,18,,,,,2.18
49,,19,,,,,1.4
49,,20,,,,,3.06
49,,21,,,,,3.37
49,,22,,,,,4.43
49,,23,,,,,1.64
49,,24,,,,,1.11
49,,25,,,,,3.4
49,,26,,,,,3.31
49,,27,,,,,2.57
49,,28,,,,,0.94
49,,29,,,,,1.24
49,,30,,,,,2.15
49,,31,,,,,1.87
49,,32,,,,,4.46
49,,33,,,,,2.68
49,,34,,,,,3.83
49,,35,0.7,,5.96,4.96,2.46
50,,0,,,,,4.59
50,,1,,,,,0.33
50,,2,,,,,3.35
50,,3,,,,,0.76
50,,4,,,,,0.26
50,,5,,,,,2.2
50,,6,,,,,4.83
50,,7,,,,,0.29
50,,8,,,,,3.45
50,,9,,,,,1.97
50,,10,,,,,4.82
50,,11,,,,,4.63
50,,12,,,,,4.84
50,,13,,,,,2.67
50,,14,,,,,1.16
50,,15,,,,,4.13
50,,16,,,,,3.74
50,,17,,,,,2.55
50,,18,,,,,3.12
50,,19,,,,,2.08
50,,20,,,,,1.57
50,,21,,,,,1.24
50,,22,,,,,2.55
50,,23,,,,,0.54
50,,24,,,,,1.1
50,,25,,,,,0.66
50,,26,,,,,0.13
50,,27,,,,,3.82
50,,28,,,,,4.65
50,,29,,,,,1.53
50,,30,,,,,1.59
50,,31,,,,,0.11
50,,32,,,,,1.85
50,,33,,,,,4.19
50,,34,,,,,0.26
50,,35,,,,,4.58
50,,36,,,,,1.6
50,,37,,,,,4.27
50,,38,,,,,4.2
50,,39,,,,,4.39
50,,40,7.34,,8.77,0.26,0.08
51,,0,,,,,4.69
51,,1,,,,,0.02
51,,2,,,,,3.51
51,,3,,,,,1.25
51,,4,,,,,1.18
51,,5,,,,,0.21
51,,6,,,,,3.92
51,,7,,,,,2.92
51,,8,,,,,4.15
51,,9,,,,,1.92
51,,10,,,,,0.88
51,,11,,,,,3.52
51,,12,,,,,1.96
51,,13,,,,,4.36
51,,14,,,,,1.51
51,,15,,,,,0.39
51,,16,,,,,3.8
51,,17,,,,,4.02
51,,18,,,,,2.86
51,,19,,,,,2.57
51,,20,,,,,2.44
51,,21,,,,,4.69
51,,22,,,,,3.34
51,,23,,,,,4.9
51,,24,,,,,3.9
51,,25,,,,,0.65
51,,26,,,,,0.04
51,,27,,,,,4.98
51,,28,,,,,1.7
51,,29,,,,,0.2
51,,30,,,,,3.39
51,,31,,,,,0.25
51,,32,,,,,3.06
51,,33,,,,,4.81
51,,34,,,,,0.82
51,,35,,,,,2.03
51,,36,,,,,0.46
51,,37,,,,,4.82
51,,38,-3.19,,4.82,3.64,0.18
52,,0,,,,,0.02
52,,1,,,,,2.55
52,,2,,,,,3.7
52,,3,,,,,0.07
52,,4,,,,,0.65
52,,5,,,,,0.15
52,,6,,,,,1.17
52,,7,,,,,2.07
52,,8,,,,,4.18
52,,9,,,,,3.76
52,,10,,,,,1.22
52,,11,,,,,1.23
52,,12,,,,,0.07
52,,13,,,,,4.19
52,,14,,,,,0.15
52,,15,,,,,0.7
52,,16,,,,,4.71
52,,17,,,,,4.2
52,,18,,,,,2.69
52,,19,,,,,0.1
52,,20,,,,,2.22
52,,21,,,,,3.96
52,,22,,,,,3.75
52,,23,,,,,4
52,,24,,,,,3.11
52,,25,,,,,2.9
52,,26,,,,,2.87
52,,27,,,,,1.79
52,,28,,,,,1.14
52,,29,,,,,2.73
52,,30,,,,,0.98
52,,31,,,,,4.71
52,,32,,,,,4.37
52,,33,,,,,3.89
52,,34,,,,,0.03
52,,35,,,,,0.02
52,,36,,,,,2.12
52,,37,,,,,3.33
52,,38,,,,,3.26
52,,39,-1.41,,0.88,9.41,3.44
53,,0,,,,,1.45
53,,1,,,,,2.14
53,,2,,,,,3.31
